2022-05-21,ETH-USD
00:12:28.488551Z,1961.11,1653091948.488551
00:12:33.409927Z,1960.3,1653091953.409927
00:12:38.848262Z,1959.94,1653091958.848262
00:12:43.441585Z,1959.9,1653091963.441585
00:12:48.775467Z,1959.91,1653091968.775467
00:12:52.765350Z,1959.9,1653091972.76535
00:12:58.056635Z,1959.81,1653091978.056635
00:13:04.012172Z,1959.65,1653091984.012172
00:13:10.778848Z,1961.94,1653091990.778848
00:13:14.716819Z,1961.85,1653091994.716819
00:13:19.570133Z,1961.94,1653091999.570133
00:13:24.234222Z,1961.94,1653092004.234222
00:13:31.041116Z,1963.6,1653092011.041116
00:13:34.756460Z,1965.05,1653092014.75646
00:13:41.215234Z,1964.4,1653092021.215234
00:13:44.479358Z,1963.56,1653092024.479358
00:13:49.114009Z,1963.72,1653092029.114009
00:13:53.729020Z,1963.75,1653092033.72902
00:13:59.991032Z,1963.4,1653092039.991032
00:14:04.197011Z,1963.78,1653092044.197011
00:14:10.987207Z,1962.84,1653092050.987207
00:14:15.261246Z,1963.4,1653092055.261246
00:14:19.961188Z,1963.48,1653092059.961188
00:14:25.257489Z,1963.25,1653092065.257489
00:14:30.092260Z,1963.01,1653092070.09226
00:14:33.353581Z,1962.46,1653092073.353581
00:14:39.545646Z,1962.58,1653092079.545646
00:14:45.427503Z,1962.52,1653092085.427503
00:14:49.934771Z,1962.51,1653092089.934771
00:14:56.364817Z,1962.07,1653092096.364817
00:15:00.232953Z,1962.07,1653092100.232953
00:15:04.671668Z,1963.17,1653092104.671668
00:15:11.260603Z,1964.87,1653092111.260603
00:15:16.777636Z,1962.9,1653092116.777636
00:15:21.680708Z,1964.09,1653092121.680708
00:15:25.929450Z,1963.93,1653092125.92945
00:15:30.364572Z,1963.85,1653092130.364572
00:15:36.679180Z,1963.92,1653092136.67918
00:15:40.392673Z,1963.93,1653092140.392673
00:15:46.742535Z,1963.04,1653092146.742535
00:15:50.806471Z,1963.02,1653092150.806471
00:15:56.237378Z,1963.18,1653092156.237378
00:15:59.405547Z,1963.45,1653092159.405547
00:16:06.817261Z,1963.06,1653092166.817261
00:16:10.003294Z,1963.08,1653092170.003294
00:16:16.569695Z,1963.25,1653092176.569695
00:16:20.642798Z,1963.37,1653092180.642798
00:16:26.656874Z,1963.2,1653092186.656874
00:16:30.280131Z,1963.11,1653092190.280131
00:16:36.179439Z,1963.11,1653092196.179439
00:16:40.473885Z,1962.91,1653092200.473885
00:16:46.677196Z,1963.06,1653092206.677196
00:16:49.067595Z,1962.96,1653092209.067595
00:16:56.123155Z,1963.13,1653092216.123155
00:17:01.166574Z,1962.46,1653092221.166574
00:17:06.188361Z,1962.08,1653092226.188361
00:17:09.813182Z,1962.8,1653092229.813182
00:17:16.282927Z,1962.8,1653092236.282927
00:17:22.196768Z,1962.95,1653092242.196768
00:17:26.989190Z,1962.93,1653092246.98919
00:17:32.553337Z,1963.07,1653092252.553337
00:17:36.897730Z,1963.06,1653092256.89773
00:17:42.951129Z,1963.2,1653092262.951129
00:17:46.851821Z,1963.61,1653092266.851821
00:17:52.776386Z,1963.65,1653092272.776386
00:17:56.738697Z,1963.11,1653092276.738697
00:18:01.776384Z,1963.06,1653092281.776384
00:18:06.692377Z,1963.02,1653092286.692377
00:18:10.868745Z,1963.19,1653092290.868745
00:18:17.001701Z,1963.2,1653092297.001701
00:18:21.842248Z,1963.22,1653092301.842248
00:18:26.579311Z,1963.22,1653092306.579311
00:18:32.926090Z,1963.21,1653092312.92609
00:18:36.782197Z,1963.22,1653092316.782197
00:18:42.535938Z,1963.21,1653092322.535938
00:18:46.569005Z,1963.23,1653092326.569005
00:18:52.855694Z,1962.74,1653092332.855694
00:18:57.157032Z,1962.77,1653092337.157032
00:19:02.820079Z,1961.53,1653092342.820079
00:19:05.951190Z,1961.62,1653092345.95119
00:19:12.017204Z,1961.51,1653092352.017204
00:19:16.623782Z,1961.08,1653092356.623782
00:19:22.957432Z,1961.27,1653092362.957432
00:19:26.589975Z,1961.19,1653092366.589975
00:19:31.854428Z,1960.93,1653092371.854428
00:19:35.836681Z,1960.74,1653092375.836681
00:19:42.961925Z,1962.2,1653092382.961925
00:19:48.887052Z,1961.3,1653092388.887052
00:19:52.663984Z,1961.55,1653092392.663984
00:19:58.713256Z,1961.53,1653092398.713256
00:20:02.764015Z,1961.52,1653092402.764015
00:20:07.424708Z,1961.51,1653092407.424708
00:20:12.740707Z,1961.47,1653092412.740707
00:20:18.545919Z,1961.16,1653092418.545919
00:20:21.647161Z,1961.13,1653092421.647161
00:20:28.310336Z,1960.91,1653092428.310336
00:20:38.692850Z,1960.96,1653092438.69285
00:20:42.516116Z,1961.05,1653092442.516116
00:20:47.602682Z,1961.54,1653092447.602682
00:20:51.783855Z,1961.28,1653092451.783855
00:20:58.865056Z,1961.35,1653092458.865056
00:21:00.904736Z,1961.56,1653092460.904736
00:21:08.789377Z,1961.12,1653092468.789377
00:21:12.592010Z,1961.73,1653092472.59201
00:21:18.859271Z,1962.2,1653092478.859271
00:21:22.804616Z,1962.34,1653092482.804616
00:21:28.327576Z,1962.36,1653092488.327576
00:21:32.484482Z,1961.98,1653092492.484482
00:21:38.334006Z,1961.88,1653092498.334006
00:21:42.648105Z,1961.87,1653092502.648105
00:21:48.793197Z,1962.08,1653092508.793197
00:21:52.590567Z,1961.83,1653092512.590567
00:21:58.425710Z,1963.18,1653092518.42571
00:22:04.522970Z,1963.89,1653092524.52297
00:22:08.525924Z,1962.8,1653092528.525924
00:22:14.566045Z,1963.05,1653092534.566045
00:22:18.507191Z,1963.01,1653092538.507191
00:22:24.758880Z,1963.2,1653092544.75888
00:22:28.450297Z,1962.83,1653092548.450297
00:22:34.620193Z,1962.23,1653092554.620193
00:22:38.531690Z,1961.84,1653092558.53169
00:22:44.447662Z,1962.52,1653092564.447662
00:22:48.069660Z,1962.33,1653092568.06966
00:22:54.217161Z,1962.59,1653092574.217161
00:22:58.967781Z,1963.4,1653092578.967781
00:23:03.027925Z,1962.39,1653092583.027925
00:23:08.441319Z,1962.37,1653092588.441319
00:23:14.555933Z,1962.51,1653092594.555933
00:23:17.688809Z,1962.04,1653092597.688809
00:23:24.957341Z,1961.34,1653092604.957341
00:23:28.555040Z,1961.52,1653092608.55504
00:23:34.854524Z,1961.6,1653092614.854524
00:23:38.961261Z,1961.57,1653092618.961261
00:23:44.229057Z,1961.75,1653092624.229057
00:23:48.947765Z,1961.24,1653092628.947765
00:23:54.772886Z,1961.48,1653092634.772886
00:23:58.928422Z,1961.83,1653092638.928422
00:24:04.764434Z,1961.69,1653092644.764434
00:24:06.587255Z,1961.69,1653092646.587255
00:24:14.412306Z,1961.21,1653092654.412306
00:24:20.759667Z,1960.82,1653092660.759667
00:24:24.944057Z,1962.16,1653092664.944057
00:24:30.405563Z,1962.51,1653092670.405563
00:24:34.590311Z,1963.3,1653092674.590311
00:24:40.116136Z,1962.99,1653092680.116136
00:24:44.774752Z,1962.07,1653092684.774752
00:24:50.434612Z,1962.79,1653092690.434612
00:24:53.283384Z,1962.74,1653092693.283384
00:25:00.125582Z,1962.67,1653092700.125582
00:25:04.723097Z,1962.67,1653092704.723097
00:25:10.883132Z,1962.75,1653092710.883132
00:25:14.714833Z,1962.75,1653092714.714833
00:25:20.252398Z,1962.09,1653092720.252398
00:25:25.061018Z,1962.18,1653092725.061018
00:25:30.706919Z,1963.08,1653092730.706919
00:25:34.472107Z,1963.99,1653092734.472107
00:25:39.727027Z,1964.01,1653092739.727027
00:25:44.134313Z,1964.15,1653092744.134313
00:25:50.963858Z,1964.04,1653092750.963858
00:25:54.585536Z,1963.69,1653092754.585536
00:26:00.697813Z,1964.12,1653092760.697813
00:26:04.729096Z,1965.27,1653092764.729096
00:26:10.778609Z,1965.41,1653092770.778609
00:26:14.605400Z,1965.6,1653092774.6054
00:26:20.415536Z,1966.42,1653092780.415536
00:26:24.725100Z,1968.1,1653092784.7251
00:26:29.770785Z,1967.39,1653092789.770785
00:26:35.949102Z,1968.44,1653092795.949102
00:26:40.474291Z,1968.24,1653092800.474291
00:26:46.395807Z,1969.02,1653092806.395807
00:26:50.575487Z,1969.8,1653092810.575487
00:26:56.207561Z,1968.87,1653092816.207561
00:27:00.386046Z,1968.68,1653092820.386046
00:27:06.638903Z,1968.41,1653092826.638903
00:27:10.744324Z,1969.36,1653092830.744324
00:27:15.822226Z,1969.56,1653092835.822226
00:27:20.809695Z,1969.95,1653092840.809695
00:27:26.090302Z,1970.06,1653092846.090302
00:27:30.695364Z,1970.72,1653092850.695364
00:27:36.747189Z,1969.55,1653092856.747189
00:27:40.760166Z,1968.76,1653092860.760166
00:27:46.065596Z,1969.14,1653092866.065596
00:27:50.055866Z,1969.24,1653092870.055866
00:27:56.574711Z,1969.25,1653092876.574711
00:28:00.559612Z,1969.3,1653092880.559612
00:28:06.514879Z,1969.19,1653092886.514879
00:28:09.538999Z,1969.07,1653092889.538999
00:28:16.749875Z,1968.01,1653092896.749875
00:28:20.414860Z,1968.29,1653092900.41486
00:28:26.749607Z,1968.67,1653092906.749607
00:28:30.199689Z,1968.91,1653092910.199689
00:28:36.302900Z,1969.04,1653092916.3029
00:28:40.830492Z,1971,1653092920.830492
00:28:45.733196Z,1970.36,1653092925.733196
00:28:52.863029Z,1970.48,1653092932.863029
00:28:56.312225Z,1970.63,1653092936.312225
00:28:59.978227Z,1970.82,1653092939.978227
00:29:07.123054Z,1971,1653092947.123054
00:29:11.856963Z,1971.65,1653092951.856963
00:29:17.077407Z,1971.42,1653092957.077407
00:29:21.334559Z,1971.62,1653092961.334559
00:29:27.217980Z,1970.53,1653092967.21798
00:29:31.905058Z,1969.23,1653092971.905058
00:29:38.008761Z,1969.13,1653092978.008761
00:29:41.996847Z,1969.05,1653092981.996847
00:29:47.390630Z,1969.09,1653092987.39063
00:29:50.933513Z,1968.93,1653092990.933513
00:29:56.687306Z,1968.83,1653092996.687306
00:30:03.137760Z,1969.21,1653093003.13776
00:30:08.268398Z,1969.47,1653093008.268398
00:30:10.517670Z,1969.61,1653093010.51767
00:30:16.618554Z,1969.74,1653093016.618554
00:30:21.667838Z,1969.96,1653093021.667838
00:30:26.697219Z,1970.19,1653093026.697219
00:30:33.392079Z,1969.79,1653093033.392079
00:30:36.683881Z,1969.83,1653093036.683881
00:30:41.228453Z,1969.98,1653093041.228453
00:30:46.871375Z,1969.39,1653093046.871375
00:30:52.069246Z,1969.1,1653093052.069246
00:30:56.769632Z,1968.93,1653093056.769632
00:31:03.757773Z,1968.83,1653093063.757773
00:31:08.883940Z,1968.83,1653093068.88394
00:31:11.854930Z,1968.83,1653093071.85493
00:31:17.087748Z,1968.28,1653093077.087748
00:31:20.384437Z,1968.81,1653093080.384437
00:31:27.532703Z,1968.12,1653093087.532703
00:31:32.494131Z,1967.79,1653093092.494131
00:31:38.661611Z,1967.76,1653093098.661611
00:31:43.772358Z,1967.3,1653093103.772358
00:31:46.363517Z,1967.32,1653093106.363517
00:31:53.705420Z,1966.82,1653093113.70542
00:31:58.079729Z,1967.34,1653093118.079729
00:32:03.746355Z,1967.07,1653093123.746355
00:32:06.328268Z,1968.41,1653093126.328268
00:32:12.418252Z,1968.98,1653093132.418252
00:32:17.453330Z,1968.9,1653093137.45333
00:32:21.778550Z,1968.91,1653093141.77855
00:32:27.926107Z,1968.9,1653093147.926107
00:32:32.790386Z,1968.86,1653093152.790386
00:32:39.519130Z,1969.04,1653093159.51913
00:32:41.105026Z,1969.18,1653093161.105026
00:32:49.634986Z,1968.4,1653093169.634986
00:32:53.479548Z,1968.45,1653093173.479548
00:32:56.509856Z,1968.44,1653093176.509856
00:33:03.824729Z,1968.44,1653093183.824729
00:33:08.750995Z,1968.37,1653093188.750995
00:33:14.808007Z,1968.46,1653093194.808007
00:33:18.074216Z,1968.35,1653093198.074216
00:33:24.853599Z,1968.38,1653093204.853599
00:33:28.073424Z,1968.38,1653093208.073424
00:33:35.056445Z,1967.86,1653093215.056445
00:33:39.664218Z,1967.51,1653093219.664218
00:33:44.680841Z,1967.09,1653093224.680841
00:33:49.558563Z,1967.81,1653093229.558563
00:33:53.612949Z,1967.75,1653093233.612949
00:33:58.134115Z,1967.81,1653093238.134115
00:34:04.268454Z,1967.82,1653093244.268454
00:34:09.570983Z,1967.74,1653093249.570983
00:34:13.442199Z,1967.5,1653093253.442199
00:34:19.708891Z,1967.52,1653093259.708891
00:34:24.430253Z,1966.85,1653093264.430253
00:34:28.945570Z,1966.88,1653093268.94557
00:34:32.282402Z,1966.89,1653093272.282402
00:34:38.144298Z,1967.56,1653093278.144298
00:34:42.503533Z,1967.56,1653093282.503533
00:34:50.194772Z,1967,1653093290.194772
00:34:55.903521Z,1966.1,1653093295.903521
00:35:01.033206Z,1965.78,1653093301.033206
00:35:04.903922Z,1965.6,1653093304.903922
00:35:09.230580Z,1965.55,1653093309.23058
00:35:15.622577Z,1965.71,1653093315.622577
00:35:19.960294Z,1965.03,1653093319.960294
00:35:24.939923Z,1965.09,1653093324.939923
00:35:30.239777Z,1965.61,1653093330.239777
00:35:34.734409Z,1964.92,1653093334.734409
00:35:38.585795Z,1964.93,1653093338.585795
00:35:45.740519Z,1964.76,1653093345.740519
00:35:50.755947Z,1964.71,1653093350.755947
00:35:55.586252Z,1964.58,1653093355.586252
00:35:58.975402Z,1965.19,1653093358.975402
00:36:05.887313Z,1965.22,1653093365.887313
00:36:09.808965Z,1964.66,1653093369.808965
00:36:14.797463Z,1965.3,1653093374.797463
00:36:18.399489Z,1965.49,1653093378.399489
00:36:24.743220Z,1965.27,1653093384.74322
00:36:30.222361Z,1964.79,1653093390.222361
00:36:34.322825Z,1964.91,1653093394.322825
00:36:39.288784Z,1964.98,1653093399.288784
00:36:45.502063Z,1964.6,1653093405.502063
00:36:49.336380Z,1964.26,1653093409.33638
00:36:53.465948Z,1963.57,1653093413.465948
00:37:01.267102Z,1963.23,1653093421.267102
00:37:03.996053Z,1963.11,1653093423.996053
00:37:11.504430Z,1963.52,1653093431.50443
00:37:15.717672Z,1963.34,1653093435.717672
00:37:21.595748Z,1962.25,1653093441.595748
00:37:24.236879Z,1961.78,1653093444.236879
00:37:31.242945Z,1962.1,1653093451.242945
00:37:34.293773Z,1961.46,1653093454.293773
00:37:41.765741Z,1961,1653093461.765741
00:37:45.376978Z,1961.19,1653093465.376978
00:37:51.263909Z,1959.92,1653093471.263909
00:37:55.247563Z,1959.81,1653093475.247563
00:38:01.365902Z,1959.75,1653093481.365902
00:38:06.025068Z,1958.77,1653093486.025068
00:38:10.336815Z,1958.08,1653093490.336815
00:38:15.638932Z,1958.29,1653093495.638932
00:38:21.584603Z,1958.29,1653093501.584603
00:38:25.082519Z,1958.59,1653093505.082519
00:38:31.918878Z,1960.46,1653093511.918878
00:38:35.975754Z,1960.5,1653093515.975754
00:38:42.086388Z,1959.77,1653093522.086388
00:38:43.203754Z,1960.13,1653093523.203754
00:38:51.715362Z,1960.6,1653093531.715362
00:38:57.660843Z,1959.19,1653093537.660843
00:39:00.462035Z,1958.98,1653093540.462035
00:39:06.696408Z,1959.15,1653093546.696408
00:39:11.003174Z,1957.82,1653093551.003174
00:39:17.613743Z,1957.7,1653093557.613743
00:39:22.278813Z,1957.65,1653093562.278813
00:39:27.465334Z,1957.31,1653093567.465334
00:39:32.781133Z,1957.82,1653093572.781133
00:39:36.802731Z,1956.96,1653093576.802731
00:39:42.549030Z,1957.1,1653093582.54903
00:39:47.814786Z,1957.1,1653093587.814786
00:39:52.319901Z,1957.43,1653093592.319901
00:39:56.295936Z,1957.31,1653093596.295936
00:40:03.217599Z,1957.86,1653093603.217599
00:40:06.847589Z,1958.11,1653093606.847589
00:40:11.665302Z,1957.85,1653093611.665302
00:40:17.250154Z,1957.95,1653093617.250154
00:40:21.054862Z,1957.93,1653093621.054862
00:40:28.352445Z,1956.11,1653093628.352445
00:40:32.958207Z,1955.42,1653093632.958207
00:40:38.828340Z,1955.85,1653093638.82834
00:40:43.842268Z,1955.62,1653093643.842268
00:40:48.795242Z,1955.65,1653093648.795242
00:40:51.919301Z,1955.62,1653093651.919301
00:40:57.240252Z,1955.58,1653093657.240252
00:41:03.966325Z,1956,1653093663.966325
00:41:09.152650Z,1956.54,1653093669.15265
00:41:12.152844Z,1957.03,1653093672.152844
00:41:17.580873Z,1957.13,1653093677.580873
00:41:22.591826Z,1957.08,1653093682.591826
00:41:28.902820Z,1957.98,1653093688.90282
00:41:31.597374Z,1957.98,1653093691.597374
00:41:38.054484Z,1957.97,1653093698.054484
00:41:41.642395Z,1957.71,1653093701.642395
00:41:48.905023Z,1957.36,1653093708.905023
00:41:54.279503Z,1957.46,1653093714.279503
00:41:59.168477Z,1957.04,1653093719.168477
00:42:02.245626Z,1957.24,1653093722.245626
00:42:08.853544Z,1957.79,1653093728.853544
00:42:12.420319Z,1958.12,1653093732.420319
00:42:17.998561Z,1958.89,1653093737.998561
00:42:23.901825Z,1960.5,1653093743.901825
00:42:27.087395Z,1961.2,1653093747.087395
00:42:33.825812Z,1961.88,1653093753.825812
00:42:39.680973Z,1960.03,1653093759.680973
00:42:43.052261Z,1959.17,1653093763.052261
00:42:48.716117Z,1959.12,1653093768.716117
00:42:52.548511Z,1959.68,1653093772.548511
00:42:58.335495Z,1959.38,1653093778.335495
00:43:03.767022Z,1960.45,1653093783.767022
00:43:09.708888Z,1959.13,1653093789.708888
00:43:13.905927Z,1959.16,1653093793.905927
00:43:19.821058Z,1959.91,1653093799.821058
00:43:23.544409Z,1961.55,1653093803.544409
00:43:29.766716Z,1961.55,1653093809.766716
00:43:33.136603Z,1962.04,1653093813.136603
00:43:39.669020Z,1961.08,1653093819.66902
00:43:43.913601Z,1961.21,1653093823.913601
00:43:49.126442Z,1962.44,1653093829.126442
00:43:53.949742Z,1961.2,1653093833.949742
00:43:59.871062Z,1960.28,1653093839.871062
00:44:04.015119Z,1961.97,1653093844.015119
00:44:09.852183Z,1960.57,1653093849.852183
00:44:13.459486Z,1960.9,1653093853.459486
00:44:19.050897Z,1961.48,1653093859.050897
00:44:23.677689Z,1961.33,1653093863.677689
00:44:29.621022Z,1961.91,1653093869.621022
00:44:34.226069Z,1961.52,1653093874.226069
00:44:38.073580Z,1961.42,1653093878.07358
00:44:45.543688Z,1962.42,1653093885.543688
00:44:49.397637Z,1962.55,1653093889.397637
00:44:55.938553Z,1963.18,1653093895.938553
00:44:59.938985Z,1963.12,1653093899.938985
00:45:05.326283Z,1964.21,1653093905.326283
00:45:09.673761Z,1963.78,1653093909.673761
00:45:15.249663Z,1963.32,1653093915.249663
00:45:19.813763Z,1963.86,1653093919.813763
00:45:23.944388Z,1963.39,1653093923.944388
00:45:30.762546Z,1963.38,1653093930.762546
00:45:35.253155Z,1963.09,1653093935.253155
00:45:41.056672Z,1962.28,1653093941.056672
00:45:45.666592Z,1963.15,1653093945.666592
00:45:49.646474Z,1962.11,1653093949.646474
00:45:54.510105Z,1962.14,1653093954.510105
00:45:58.034090Z,1962.08,1653093958.03409
00:46:05.500099Z,1961.51,1653093965.500099
00:46:08.894223Z,1960.49,1653093968.894223
00:46:15.705252Z,1960.27,1653093975.705252
00:46:19.218177Z,1959.63,1653093979.218177
00:46:25.527422Z,1959.41,1653093985.527422
00:46:28.264459Z,1959.71,1653093988.264459
00:46:35.941676Z,1959.3,1653093995.941676
00:46:41.203968Z,1958.71,1653094001.203968
00:46:44.068954Z,1958.01,1653094004.068954
00:46:50.737103Z,1958.07,1653094010.737103
00:46:56.636732Z,1957.96,1653094016.636732
00:47:00.391182Z,1958.44,1653094020.391182
00:47:06.214613Z,1957.81,1653094026.214613
00:47:11.031168Z,1958.75,1653094031.031168
00:47:13.599907Z,1958.52,1653094033.599907
00:47:21.598173Z,1959.65,1653094041.598173
00:47:27.302780Z,1959.66,1653094047.30278
00:47:30.278137Z,1959.61,1653094050.278137
00:47:36.159405Z,1960.21,1653094056.159405
00:47:41.605025Z,1959.85,1653094061.605025
00:47:47.061014Z,1959.67,1653094067.061014
00:47:50.171763Z,1959.89,1653094070.171763
00:47:57.235660Z,1960.01,1653094077.23566
00:48:01.045486Z,1959.67,1653094081.045486
00:48:05.983785Z,1959.84,1653094085.983785
00:48:11.100572Z,1960.6,1653094091.100572
00:48:15.966416Z,1960.43,1653094095.966416
00:48:22.169991Z,1960.17,1653094102.169991
00:48:26.423092Z,1960.97,1653094106.423092
00:48:32.465747Z,1960.98,1653094112.465747
00:48:37.636350Z,1960.51,1653094117.63635
00:48:42.358593Z,1960.69,1653094122.358593
00:48:46.624853Z,1960.06,1653094126.624853
00:48:51.284229Z,1960.16,1653094131.284229
00:48:55.130774Z,1960.17,1653094135.130774
