2022-05-19,ETH-USD
00:07:56.689594Z,1914.56,1652918876.689594
00:08:02.457139Z,1914.78,1652918882.457139
00:08:05.934313Z,1913.98,1652918885.934313
00:08:11.925744Z,1914.57,1652918891.925744
00:08:16.034945Z,1913.81,1652918896.034945
00:08:20.890615Z,1913.85,1652918900.890615
00:08:26.580709Z,1913.22,1652918906.580709
00:08:31.905323Z,1914.04,1652918911.905323
00:08:35.936179Z,1914.9,1652918915.936179
00:08:42.063346Z,1915.29,1652918922.063346
00:08:46.852875Z,1915.74,1652918926.852875
00:08:51.664989Z,1916.2,1652918931.664989
00:08:57.932885Z,1916.62,1652918937.932885
00:09:01.540036Z,1916.52,1652918941.540036
00:09:07.663616Z,1917.72,1652918947.663616
00:09:11.943009Z,1917.95,1652918951.943009
00:09:17.613804Z,1919.9,1652918957.613804
00:09:21.864535Z,1919.66,1652918961.864535
00:09:27.780551Z,1919.51,1652918967.780551
00:09:31.827923Z,1917.75,1652918971.827923
00:09:37.970221Z,1918.25,1652918977.970221
00:09:41.719859Z,1919.15,1652918981.719859
00:09:47.834205Z,1918.96,1652918987.834205
00:09:51.754551Z,1918.49,1652918991.754551
00:09:57.954026Z,1918.47,1652918997.954026
00:10:02.021826Z,1920.06,1652919002.021826
00:10:07.993289Z,1920.46,1652919007.993289
00:10:11.309344Z,1920.3,1652919011.309344
00:10:16.938610Z,1919.72,1652919016.93861
00:10:21.842265Z,1919.13,1652919021.842265
00:10:27.546436Z,1919.8,1652919027.546436
00:10:31.583022Z,1919.17,1652919031.583022
00:10:37.950095Z,1918.23,1652919037.950095
00:10:41.826644Z,1917.86,1652919041.826644
00:10:47.933328Z,1915.96,1652919047.933328
00:10:52.794684Z,1916.52,1652919052.794684
00:10:56.775529Z,1916.82,1652919056.775529
00:11:03.085585Z,1916.82,1652919063.085585
00:11:04.325371Z,1916.47,1652919064.325371
00:11:13.978443Z,1918.32,1652919073.978443
00:11:17.316259Z,1918.8,1652919077.316259
00:11:23.448589Z,1919.4,1652919083.448589
00:11:27.656506Z,1920.05,1652919087.656506
00:11:33.758617Z,1921,1652919093.758617
00:11:37.946554Z,1919.93,1652919097.946554
00:11:43.579480Z,1920.23,1652919103.57948
00:11:47.427979Z,1920.98,1652919107.427979
00:11:53.398788Z,1920.86,1652919113.398788
00:11:57.637722Z,1920.95,1652919117.637722
00:12:03.755768Z,1919.49,1652919123.755768
00:12:09.865736Z,1919.61,1652919129.865736
00:12:13.061263Z,1920.64,1652919133.061263
00:12:19.473340Z,1920.83,1652919139.47334
00:12:23.018431Z,1921.97,1652919143.018431
00:12:29.942388Z,1922.16,1652919149.942388
00:12:33.925554Z,1922.83,1652919153.925554
00:12:39.188366Z,1924.49,1652919159.188366
00:12:43.638430Z,1923.45,1652919163.63843
00:12:49.693560Z,1924.14,1652919169.69356
00:12:53.885602Z,1924.45,1652919173.885602
00:12:59.634240Z,1923.66,1652919179.63424
00:13:05.149880Z,1922.33,1652919185.14988
00:13:09.021010Z,1922.4,1652919189.02101
00:13:15.115574Z,1921.11,1652919195.115574
00:13:18.998121Z,1920.95,1652919198.998121
00:13:24.779130Z,1921.91,1652919204.77913
00:13:29.756422Z,1922.03,1652919209.756422
00:13:33.945933Z,1922.01,1652919213.945933
00:13:38.381774Z,1921.53,1652919218.381774
00:13:45.040592Z,1923.17,1652919225.040592
00:13:49.476232Z,1922.97,1652919229.476232
00:13:53.606898Z,1923.26,1652919233.606898
00:13:59.855493Z,1923.1,1652919239.855493
00:14:04.746577Z,1922.07,1652919244.746577
00:14:09.847629Z,1922.61,1652919249.847629
00:14:14.557967Z,1922.16,1652919254.557967
00:14:20.129959Z,1921.89,1652919260.129959
00:14:23.893073Z,1921.52,1652919263.893073
00:14:28.741413Z,1920.94,1652919268.741413
00:14:35.936888Z,1921.55,1652919275.936888
00:14:38.329121Z,1921.64,1652919278.329121
00:14:43.686383Z,1922.21,1652919283.686383
00:14:50.821680Z,1922.82,1652919290.82168
00:14:55.994936Z,1923.33,1652919295.994936
00:14:59.424739Z,1923.4,1652919299.424739
00:15:06.092233Z,1923.94,1652919306.092233
00:15:09.153316Z,1924,1652919309.153316
00:15:15.884889Z,1925.38,1652919315.884889
00:15:19.336483Z,1925.96,1652919319.336483
00:15:25.194411Z,1927.27,1652919325.194411
00:15:29.897440Z,1926.35,1652919329.89744
00:15:36.475540Z,1931.27,1652919336.47554
00:15:39.543100Z,1931.32,1652919339.5431
00:15:46.549385Z,1933.49,1652919346.549385
00:15:49.582733Z,1932.39,1652919349.582733
00:15:54.778110Z,1932.03,1652919354.77811
00:15:59.781730Z,1930.46,1652919359.78173
00:16:04.639817Z,1930.86,1652919364.639817
00:16:11.506947Z,1930.75,1652919371.506947
00:16:15.712292Z,1931.62,1652919375.712292
00:16:21.962628Z,1931.2,1652919381.962628
00:16:26.309233Z,1932.47,1652919386.309233
00:16:32.029118Z,1932,1652919392.029118
00:16:36.705541Z,1931.45,1652919396.705541
00:16:40.989775Z,1931.42,1652919400.989775
00:16:47.113235Z,1933.26,1652919407.113235
00:16:50.090979Z,1933.03,1652919410.090979
00:16:56.489330Z,1932.6,1652919416.48933
00:17:00.552201Z,1931.2,1652919420.552201
00:17:06.887256Z,1931.49,1652919426.887256
00:17:09.733617Z,1931.78,1652919429.733617
00:17:16.713206Z,1931.39,1652919436.713206
00:17:20.578039Z,1930.99,1652919440.578039
00:17:26.771782Z,1931.68,1652919446.771782
00:17:30.896053Z,1931.22,1652919450.896053
00:17:37.054910Z,1931.68,1652919457.05491
00:17:40.926830Z,1931.74,1652919460.92683
00:17:45.699161Z,1931.42,1652919465.699161
00:17:50.672597Z,1930.92,1652919470.672597
00:17:56.525378Z,1930.09,1652919476.525378
00:18:00.782476Z,1930.21,1652919480.782476
00:18:05.799355Z,1929.41,1652919485.799355
00:18:10.700042Z,1929.63,1652919490.700042
00:18:16.944611Z,1931.47,1652919496.944611
00:18:22.694504Z,1933.87,1652919502.694504
00:18:26.659813Z,1934.82,1652919506.659813
00:18:32.635883Z,1932.33,1652919512.635883
00:18:36.587627Z,1932.14,1652919516.587627
00:18:42.281541Z,1930.47,1652919522.281541
00:18:46.923555Z,1929.61,1652919526.923555
00:18:53.030208Z,1929.34,1652919533.030208
00:18:58.055963Z,1929.42,1652919538.055963
00:19:02.673861Z,1929.73,1652919542.673861
00:19:08.492291Z,1930.6,1652919548.492291
00:19:11.653352Z,1930.45,1652919551.653352
00:19:17.941864Z,1931.58,1652919557.941864
00:19:22.391204Z,1931.69,1652919562.391204
00:19:28.586037Z,1931.76,1652919568.586037
00:19:31.854640Z,1932.04,1652919571.85464
00:19:37.555337Z,1930.71,1652919577.555337
00:19:42.004303Z,1932.2,1652919582.004303
00:19:46.319605Z,1931.33,1652919586.319605
00:19:52.986299Z,1931.11,1652919592.986299
00:19:57.829987Z,1930.52,1652919597.829987
00:20:03.556960Z,1930.19,1652919603.55696
00:20:08.292966Z,1930.6,1652919608.292966
00:20:13.112435Z,1929.99,1652919613.112435
00:20:18.738544Z,1929.44,1652919618.738544
00:20:22.686748Z,1930.36,1652919622.686748
00:20:29.201004Z,1927.95,1652919629.201004
00:20:31.964132Z,1928.36,1652919631.964132
00:20:37.492570Z,1928.91,1652919637.49257
00:20:44.048360Z,1928.46,1652919644.04836
00:20:47.647029Z,1929.2,1652919647.647029
00:20:51.237607Z,1929.45,1652919651.237607
00:20:58.295987Z,1929.7,1652919658.295987
00:21:04.120264Z,1929.4,1652919664.120264
00:21:08.212663Z,1930.95,1652919668.212663
00:21:13.762936Z,1930.22,1652919673.762936
00:21:18.316803Z,1931.06,1652919678.316803
00:21:23.773836Z,1930.2,1652919683.773836
00:21:28.570010Z,1929.71,1652919688.57001
00:21:33.815658Z,1929.28,1652919693.815658
00:21:39.763819Z,1929.36,1652919699.763819
00:21:43.099057Z,1928.89,1652919703.099057
00:21:48.623729Z,1928.69,1652919708.623729
00:21:53.937790Z,1929.36,1652919713.93779
00:21:59.443037Z,1928.99,1652919719.443037
00:22:04.320256Z,1928.01,1652919724.320256
00:22:09.478256Z,1929.4,1652919729.478256
00:22:13.624196Z,1928.6,1652919733.624196
00:22:19.751732Z,1928.58,1652919739.751732
00:22:24.060298Z,1929.06,1652919744.060298
00:22:29.600060Z,1928.92,1652919749.60006
00:22:33.673434Z,1928.9,1652919753.673434
00:22:38.278716Z,1927.86,1652919758.278716
00:22:44.330837Z,1927.87,1652919764.330837
00:22:48.821980Z,1928.09,1652919768.82198
00:22:55.214743Z,1927.68,1652919775.214743
00:22:59.175211Z,1927.69,1652919779.175211
00:23:05.149088Z,1928.38,1652919785.149088
00:23:09.447243Z,1927.92,1652919789.447243
00:23:14.221115Z,1928.72,1652919794.221115
00:23:19.944832Z,1928.06,1652919799.944832
00:23:24.832746Z,1928.46,1652919804.832746
00:23:28.945708Z,1928.11,1652919808.945708
00:23:35.193465Z,1927.35,1652919815.193465
00:23:37.968787Z,1928.31,1652919817.968787
00:23:45.230317Z,1927.07,1652919825.230317
00:23:49.071567Z,1926.53,1652919829.071567
00:23:55.181219Z,1927.52,1652919835.181219
00:24:00.273177Z,1928.22,1652919840.273177
00:24:05.273948Z,1929.35,1652919845.273948
00:24:09.755860Z,1931.08,1652919849.75586
00:24:15.603500Z,1931.26,1652919855.6035
00:24:19.772059Z,1931.64,1652919859.772059
00:24:25.192527Z,1932.19,1652919865.192527
00:24:30.329310Z,1932.25,1652919870.32931
00:24:35.445850Z,1932.2,1652919875.44585
00:24:40.626431Z,1932.41,1652919880.626431
00:24:45.525157Z,1933.15,1652919885.525157
00:24:50.994839Z,1932.81,1652919890.994839
00:24:56.204854Z,1933.06,1652919896.204854
00:25:01.003748Z,1932.22,1652919901.003748
00:25:06.554967Z,1934.16,1652919906.554967
00:25:11.021096Z,1933.81,1652919911.021096
00:25:16.433954Z,1934.14,1652919916.433954
00:25:21.798869Z,1933.35,1652919921.798869
00:25:26.659599Z,1933.71,1652919926.659599
00:25:31.933181Z,1932.55,1652919931.933181
00:25:36.818589Z,1933.13,1652919936.818589
00:25:42.171014Z,1932.56,1652919942.171014
00:25:47.199690Z,1932.63,1652919947.19969
00:25:51.291149Z,1933.08,1652919951.291149
00:25:55.507565Z,1932.66,1652919955.507565
00:26:01.304795Z,1932.92,1652919961.304795
00:26:07.309170Z,1932.86,1652919967.30917
00:26:11.767237Z,1933.01,1652919971.767237
00:26:17.132887Z,1932.4,1652919977.132887
00:26:21.618555Z,1931.91,1652919981.618555
00:26:27.609407Z,1932.4,1652919987.609407
00:26:32.023395Z,1932.05,1652919992.023395
00:26:35.316543Z,1932.16,1652919995.316543
00:26:40.779947Z,1932.17,1652920000.779947
00:26:45.362068Z,1932.98,1652920005.362068
00:26:50.707406Z,1932.86,1652920010.707406
00:26:56.926773Z,1932.9,1652920016.926773
00:27:01.538257Z,1932.66,1652920021.538257
00:27:07.538576Z,1932.43,1652920027.538576
00:27:11.689493Z,1932.51,1652920031.689493
00:27:17.546776Z,1931.99,1652920037.546776
00:27:22.030081Z,1932.22,1652920042.030081
00:27:26.584347Z,1931.86,1652920046.584347
00:27:31.468653Z,1931.52,1652920051.468653
00:27:37.773649Z,1931.81,1652920057.773649
00:27:41.528761Z,1931.82,1652920061.528761
00:27:47.745913Z,1931.17,1652920067.745913
00:27:51.772723Z,1930.77,1652920071.772723
00:27:56.835498Z,1930.33,1652920076.835498
00:28:01.749854Z,1931.64,1652920081.749854
00:28:07.301089Z,1931.28,1652920087.301089
00:28:11.689068Z,1931.69,1652920091.689068
00:28:17.397387Z,1931.95,1652920097.397387
00:28:22.001852Z,1932.5,1652920102.001852
00:28:26.759627Z,1931.6,1652920106.759627
00:28:31.783338Z,1931.63,1652920111.783338
00:28:38.035321Z,1931.32,1652920118.035321
00:28:43.043090Z,1931.89,1652920123.04309
00:28:47.687410Z,1931.75,1652920127.68741
00:28:52.622511Z,1931.5,1652920132.622511
00:28:57.146724Z,1931.72,1652920137.146724
00:29:03.685963Z,1930.89,1652920143.685963
00:29:07.705072Z,1931.43,1652920147.705072
00:29:14.078408Z,1930.94,1652920154.078408
00:29:17.434746Z,1931.2,1652920157.434746
00:29:23.164972Z,1931.27,1652920163.164972
00:29:28.946683Z,1931.01,1652920168.946683
00:29:34.289263Z,1932.19,1652920174.289263
00:29:38.566180Z,1933,1652920178.56618
00:29:43.200842Z,1932.98,1652920183.200842
00:29:47.887536Z,1932.59,1652920187.887536
00:29:54.601110Z,1932.33,1652920194.60111
00:29:57.931032Z,1932.39,1652920197.931032
00:30:04.500860Z,1931.46,1652920204.50086
00:30:09.435861Z,1931.66,1652920209.435861
00:30:13.337427Z,1933,1652920213.337427
00:30:19.379624Z,1933,1652920219.379624
00:30:24.520512Z,1933.19,1652920224.520512
00:30:29.918727Z,1933.05,1652920229.918727
00:30:34.071357Z,1933.53,1652920234.071357
00:30:39.105014Z,1932.9,1652920239.105014
00:30:43.050550Z,1933.54,1652920243.05055
00:30:49.614551Z,1933.85,1652920249.614551
00:30:55.125149Z,1934.59,1652920255.125149
00:30:59.987639Z,1936.85,1652920259.987639
00:31:05.389321Z,1935.34,1652920265.389321
00:31:10.614809Z,1935.02,1652920270.614809
00:31:13.742191Z,1935.58,1652920273.742191
00:31:18.826526Z,1935.28,1652920278.826526
00:31:24.045217Z,1935.06,1652920284.045217
00:31:28.441643Z,1935.77,1652920288.441643
00:31:34.035415Z,1935.23,1652920294.035415
00:31:39.448218Z,1935.54,1652920299.448218
00:31:45.551479Z,1935.25,1652920305.551479
00:31:51.011770Z,1935.03,1652920311.01177
00:31:56.059983Z,1934.69,1652920316.059983
00:31:59.160067Z,1934.97,1652920319.160067
00:32:05.131392Z,1934.28,1652920325.131392
00:32:10.623952Z,1934.16,1652920330.623952
00:32:15.500478Z,1934.49,1652920335.500478
00:32:19.489130Z,1935.52,1652920339.48913
00:32:25.302044Z,1935.73,1652920345.302044
00:32:29.142046Z,1935,1652920349.142046
00:32:34.668682Z,1935.35,1652920354.668682
00:32:40.124933Z,1935.13,1652920360.124933
00:32:46.392936Z,1934.34,1652920366.392936
00:32:51.745566Z,1934.67,1652920371.745566
00:32:56.635967Z,1935.67,1652920376.635967
00:33:01.214734Z,1935.47,1652920381.214734
00:33:06.870973Z,1935.44,1652920386.870973
00:33:11.322896Z,1935.35,1652920391.322896
00:33:16.806657Z,1935.64,1652920396.806657
00:33:22.054370Z,1936.71,1652920402.05437
00:33:27.168065Z,1938,1652920407.168065
00:33:32.514996Z,1938.26,1652920412.514996
00:33:37.437597Z,1938.55,1652920417.437597
00:33:42.563260Z,1938.44,1652920422.56326
00:33:46.562575Z,1938.26,1652920426.562575
00:33:51.778949Z,1938.24,1652920431.778949
00:33:57.790827Z,1937.67,1652920437.790827
00:34:02.770271Z,1937.98,1652920442.770271
00:34:05.794393Z,1938.04,1652920445.794393
00:34:11.373963Z,1937.19,1652920451.373963
00:34:17.822896Z,1936.83,1652920457.822896
00:34:22.502179Z,1937.35,1652920462.502179
00:34:27.163076Z,1938.25,1652920467.163076
00:34:33.176387Z,1937.99,1652920473.176387
00:34:37.762469Z,1938.13,1652920477.762469
00:34:42.451177Z,1938.16,1652920482.451177
00:34:48.451849Z,1937.62,1652920488.451849
00:34:53.154082Z,1937.82,1652920493.154082
00:34:58.255455Z,1937.64,1652920498.255455
00:35:03.661794Z,1938.17,1652920503.661794
00:35:07.817249Z,1938.28,1652920507.817249
00:35:12.004678Z,1940.2,1652920512.004678
00:35:18.861754Z,1941.48,1652920518.861754
00:35:23.154703Z,1941.67,1652920523.154703
00:35:28.581540Z,1944.17,1652920528.58154
00:35:32.823312Z,1941.59,1652920532.823312
00:35:38.724284Z,1941.6,1652920538.724284
00:35:44.031291Z,1940.51,1652920544.031291
00:35:48.377417Z,1939.99,1652920548.377417
00:35:53.835598Z,1939.69,1652920553.835598
00:35:59.396205Z,1940.99,1652920559.396205
00:36:02.155635Z,1941.08,1652920562.155635
00:36:08.385604Z,1941.56,1652920568.385604
00:36:12.190861Z,1940.68,1652920572.190861
00:36:18.716182Z,1940.46,1652920578.716182
00:36:22.712968Z,1940.76,1652920582.712968
00:36:28.752172Z,1940.88,1652920588.752172
00:36:31.730527Z,1941.78,1652920591.730527
00:36:38.812588Z,1941.58,1652920598.812588
00:36:42.236269Z,1941.58,1652920602.236269
00:36:48.790305Z,1941.42,1652920608.790305
00:36:52.476099Z,1940.93,1652920612.476099
00:36:58.979825Z,1941.12,1652920618.979825
00:37:02.062425Z,1942.31,1652920622.062425
00:37:08.702288Z,1941.8,1652920628.702288
00:37:12.804003Z,1941.69,1652920632.804003
00:37:18.615022Z,1942,1652920638.615022
00:37:24.749578Z,1942.91,1652920644.749578
00:37:28.713982Z,1943,1652920648.713982
00:37:33.658247Z,1942.6,1652920653.658247
00:37:38.327802Z,1942.68,1652920658.327802
00:37:44.558322Z,1942.11,1652920664.558322
00:37:48.196821Z,1942,1652920668.196821
00:37:54.697126Z,1942.21,1652920674.697126
00:37:58.464994Z,1942.01,1652920678.464994
00:38:04.874503Z,1942.2,1652920684.874503
00:38:08.451214Z,1941.41,1652920688.451214
00:38:14.745535Z,1941.28,1652920694.745535
00:38:20.044623Z,1940.89,1652920700.044623
00:38:25.245728Z,1941.11,1652920705.245728
00:38:28.151324Z,1941.16,1652920708.151324
00:38:34.979990Z,1940.27,1652920714.97999
00:38:39.960426Z,1940.57,1652920719.960426
00:38:45.091286Z,1940.54,1652920725.091286
00:38:50.424172Z,1940.65,1652920730.424172
00:38:53.826062Z,1941.4,1652920733.826062
00:38:59.843726Z,1940.88,1652920739.843726
00:39:05.268110Z,1941.25,1652920745.26811
00:39:10.694544Z,1941.12,1652920750.694544
00:39:13.854242Z,1940.77,1652920753.854242
00:39:19.741181Z,1940.97,1652920759.741181
00:39:25.838710Z,1940.19,1652920765.83871
00:39:28.975222Z,1939.95,1652920768.975222
00:39:36.223766Z,1939.22,1652920776.223766
00:39:40.623612Z,1938.81,1652920780.623612
00:39:46.215792Z,1937.9,1652920786.215792
00:39:51.187305Z,1940.31,1652920791.187305
00:39:55.799261Z,1939.87,1652920795.799261
00:39:58.994859Z,1939.52,1652920798.994859
00:40:06.476510Z,1940.71,1652920806.47651
00:40:09.970234Z,1939.77,1652920809.970234
00:40:15.570737Z,1939.99,1652920815.570737
00:40:19.896074Z,1938.91,1652920819.896074
00:40:25.664658Z,1938.68,1652920825.664658
00:40:29.498181Z,1939.5,1652920829.498181
00:40:36.041160Z,1939.01,1652920836.04116
00:40:39.506638Z,1940.02,1652920839.506638
00:40:45.830696Z,1939.88,1652920845.830696
00:40:51.090350Z,1939.36,1652920851.09035
00:40:54.548048Z,1939.28,1652920854.548048
00:41:01.094913Z,1938.03,1652920861.094913
00:41:05.811186Z,1938.12,1652920865.811186
00:41:11.325317Z,1938.41,1652920871.325317
00:41:15.464254Z,1938.57,1652920875.464254
00:41:20.673639Z,1938.66,1652920880.673639
00:41:25.459010Z,1938.16,1652920885.45901
00:41:31.048629Z,1938.77,1652920891.048629
00:41:35.368476Z,1938.43,1652920895.368476
00:41:41.506025Z,1938.51,1652920901.506025
00:41:43.908496Z,1938.43,1652920903.908496
00:41:51.518676Z,1939.78,1652920911.518676
00:41:55.188027Z,1938.61,1652920915.188027
00:42:01.599953Z,1938.62,1652920921.599953
00:42:04.318305Z,1938.67,1652920924.318305
00:42:11.169086Z,1938.68,1652920931.169086
00:42:15.007425Z,1937.72,1652920935.007425
00:42:21.792792Z,1937.47,1652920941.792792
00:42:25.696944Z,1936.43,1652920945.696944
00:42:31.340654Z,1937.21,1652920951.340654
00:42:35.446139Z,1936.84,1652920955.446139
00:42:41.628438Z,1937.33,1652920961.628438
00:42:47.773520Z,1935.18,1652920967.77352
00:42:50.297422Z,1934.85,1652920970.297422
00:42:57.275774Z,1934.06,1652920977.275774
00:43:02.029868Z,1933.9,1652920982.029868
00:43:05.723466Z,1934.36,1652920985.723466
00:43:11.055298Z,1934.09,1652920991.055298
00:43:17.664418Z,1935.33,1652920997.664418
00:43:21.098819Z,1934.2,1652921001.098819
00:43:26.513868Z,1934.47,1652921006.513868
00:43:31.009231Z,1934.67,1652921011.009231
00:43:37.681752Z,1934.25,1652921017.681752
00:43:41.830507Z,1933.2,1652921021.830507
00:43:47.937938Z,1931.73,1652921027.937938
00:43:51.781834Z,1932.17,1652921031.781834
00:43:57.958625Z,1932.7,1652921037.958625
00:44:01.961059Z,1930.65,1652921041.961059
00:44:07.638310Z,1929.46,1652921047.63831
00:44:11.787187Z,1931.37,1652921051.787187
00:44:16.798856Z,1930.49,1652921056.798856
00:44:21.416144Z,1930.9,1652921061.416144
00:44:27.845363Z,1930.31,1652921067.845363
00:44:31.705233Z,1931.2,1652921071.705233
00:44:37.197009Z,1930.97,1652921077.197009
00:44:41.766574Z,1930.91,1652921081.766574
00:44:47.693773Z,1929.95,1652921087.693773
00:44:51.735848Z,1930.44,1652921091.735848
00:44:57.796325Z,1930.65,1652921097.796325
00:45:03.473800Z,1930.23,1652921103.4738
00:45:07.754533Z,1930.89,1652921107.754533
00:45:13.436428Z,1931.43,1652921113.436428
00:45:17.760138Z,1931.8,1652921117.760138
00:45:23.440678Z,1932.4,1652921123.440678
00:45:27.886936Z,1930.65,1652921127.886936
00:45:33.725519Z,1931.74,1652921133.725519
00:45:37.449269Z,1931.3,1652921137.449269
00:45:43.144187Z,1931.29,1652921143.144187
00:45:47.438051Z,1931.07,1652921147.438051
00:45:53.660317Z,1930.71,1652921153.660317
00:45:58.058534Z,1931.84,1652921158.058534
00:46:01.813562Z,1931.31,1652921161.813562
00:46:06.968861Z,1931.64,1652921166.968861
00:46:14.138723Z,1931.23,1652921174.138723
00:46:18.938454Z,1932.27,1652921178.938454
00:46:24.522305Z,1931.19,1652921184.522305
00:46:28.414032Z,1930.89,1652921188.414032
00:46:33.224408Z,1930.12,1652921193.224408
00:46:39.277422Z,1929.63,1652921199.277422
00:46:43.091915Z,1929.47,1652921203.091915
00:46:49.723060Z,1928.98,1652921209.72306
00:46:53.782670Z,1929.16,1652921213.78267
00:46:58.224186Z,1929.34,1652921218.224186
00:47:04.500795Z,1929.21,1652921224.500795
00:47:09.291232Z,1930.4,1652921229.291232
00:47:14.937280Z,1931.29,1652921234.93728
00:47:19.716600Z,1930.54,1652921239.7166
00:47:24.015784Z,1930.2,1652921244.015784
00:47:29.489253Z,1930.78,1652921249.489253
00:47:34.887508Z,1930.97,1652921254.887508
00:47:39.004689Z,1930.81,1652921259.004689
00:47:45.199789Z,1930.39,1652921265.199789
00:47:49.207061Z,1930.38,1652921269.207061
00:47:54.281944Z,1930.09,1652921274.281944
00:48:00.265054Z,1930.33,1652921280.265054
00:48:05.608704Z,1931.7,1652921285.608704
00:48:09.404746Z,1931.45,1652921289.404746
00:48:14.490332Z,1931.43,1652921294.490332
00:48:18.826631Z,1931.42,1652921298.826631
00:48:23.613291Z,1931.68,1652921303.613291
00:48:27.334776Z,1932.4,1652921307.334776
00:48:34.190733Z,1932.45,1652921314.190733
00:48:38.574901Z,1932.15,1652921318.574901
00:48:44.564781Z,1932.21,1652921324.564781
00:48:50.491803Z,1932.4,1652921330.491803
00:48:54.771215Z,1932.53,1652921334.771215
