2022-05-19,BTC-USD
00:06:26.710931Z,28676.92,1652918786.710931
00:06:30.943397Z,28688.93,1652918790.943397
00:06:37.228550Z,28675.42,1652918797.22855
00:06:42.540923Z,28690,1652918802.540923
00:06:47.076531Z,28677.63,1652918807.076531
00:06:51.677148Z,28686.93,1652918811.677148
00:06:57.493222Z,28701.53,1652918817.493222
00:07:02.737834Z,28710.6,1652918822.737834
00:07:07.715049Z,28735.32,1652918827.715049
00:07:12.877742Z,28749.27,1652918832.877742
00:07:16.886792Z,28741.88,1652918836.886792
00:07:22.897875Z,28731.19,1652918842.897875
00:07:27.099565Z,28731.17,1652918847.099565
00:07:32.338483Z,28725.13,1652918852.338483
00:07:38.086217Z,28732.48,1652918858.086217
00:07:41.794577Z,28731.03,1652918861.794577
00:07:48.381677Z,28732.09,1652918868.381677
00:07:53.401870Z,28741.09,1652918873.40187
00:07:58.412166Z,28732.87,1652918878.412166
00:08:02.816284Z,28736.3,1652918882.816284
00:08:07.278137Z,28728.92,1652918887.278137
00:08:12.440891Z,28738.01,1652918892.440891
00:08:18.459214Z,28731.53,1652918898.459214
00:08:21.637833Z,28729.38,1652918901.637833
00:08:26.383375Z,28728.96,1652918906.383375
00:08:31.671909Z,28739.91,1652918911.671909
00:08:36.895680Z,28741.28,1652918916.89568
00:08:43.760226Z,28746.73,1652918923.760226
00:08:47.211558Z,28756.07,1652918927.211558
00:08:52.163404Z,28761.56,1652918932.163404
00:08:58.798008Z,28759.12,1652918938.798008
00:09:03.632227Z,28772.73,1652918943.632227
00:09:08.746583Z,28783.11,1652918948.746583
00:09:13.389268Z,28813.08,1652918953.389268
00:09:18.796863Z,28829.76,1652918958.796863
00:09:22.931352Z,28821.59,1652918962.931352
00:09:27.490567Z,28817.47,1652918967.490567
00:09:33.621343Z,28795.69,1652918973.621343
00:09:38.034203Z,28798.42,1652918978.034203
00:09:43.451494Z,28807.48,1652918983.451494
00:09:47.372597Z,28802.3,1652918987.372597
00:09:53.934383Z,28804.09,1652918993.934383
00:09:59.290674Z,28796.53,1652918999.290674
00:10:02.498023Z,28807.21,1652919002.498023
00:10:09.027949Z,28809,1652919009.027949
00:10:12.835886Z,28808.73,1652919012.835886
00:10:18.441163Z,28800.44,1652919018.441163
00:10:23.556075Z,28811.42,1652919023.556075
00:10:28.860631Z,28797.64,1652919028.860631
00:10:33.301312Z,28790.39,1652919033.301312
00:10:38.297842Z,28783.86,1652919038.297842
00:10:43.956965Z,28766.49,1652919043.956965
00:10:47.777647Z,28766.45,1652919047.777647
00:10:52.813805Z,28763.43,1652919052.813805
00:10:57.259220Z,28773.88,1652919057.25922
00:11:04.197887Z,28772.48,1652919064.197887
00:11:09.260642Z,28775.96,1652919069.260642
00:11:14.687010Z,28798.11,1652919074.68701
00:11:19.863700Z,28801.82,1652919079.8637
00:11:24.140711Z,28806.14,1652919084.140711
00:11:28.781909Z,28814.39,1652919088.781909
00:11:34.403193Z,28824.98,1652919094.403193
00:11:39.806511Z,28824.12,1652919099.806511
00:11:43.600929Z,28824.1,1652919103.600929
00:11:50.221785Z,28828.62,1652919110.221785
00:11:53.444391Z,28827.73,1652919113.444391
00:12:00.530406Z,28815.33,1652919120.530406
00:12:04.125835Z,28809.35,1652919124.125835
00:12:10.090972Z,28819.73,1652919130.090972
00:12:14.971361Z,28822.69,1652919134.971361
00:12:19.641527Z,28825.02,1652919139.641527
00:12:25.412745Z,28850.4,1652919145.412745
00:12:29.880026Z,28839.66,1652919149.880026
00:12:34.795594Z,28851.1,1652919154.795594
00:12:39.682327Z,28889.61,1652919159.682327
00:12:44.475899Z,28876.98,1652919164.475899
00:12:49.831575Z,28892.93,1652919169.831575
00:12:55.032994Z,28878.61,1652919175.032994
00:13:00.316644Z,28866.5,1652919180.316644
00:13:05.756226Z,28851.02,1652919185.756226
00:13:11.024494Z,28847.03,1652919191.024494
00:13:14.691769Z,28840.01,1652919194.691769
00:13:19.843651Z,28835.25,1652919199.843651
00:13:25.773079Z,28840.05,1652919205.773079
00:13:29.955640Z,28844.61,1652919209.95564
00:13:35.782599Z,28839.14,1652919215.782599
00:13:40.844910Z,28847.49,1652919220.84491
00:13:45.636637Z,28851.49,1652919225.636637
00:13:50.949536Z,28849.99,1652919230.949536
00:13:55.534440Z,28851.87,1652919235.53444
00:14:00.543093Z,28844.86,1652919240.543093
00:14:05.833321Z,28849.88,1652919245.833321
00:14:10.069928Z,28845.63,1652919250.069928
00:14:16.071812Z,28843.76,1652919256.071812
00:14:21.105517Z,28843.05,1652919261.105517
00:14:25.280105Z,28834.99,1652919265.280105
00:14:29.688706Z,28837.83,1652919269.688706
00:14:35.849266Z,28840.84,1652919275.849266
00:14:39.748697Z,28841.85,1652919279.748697
00:14:46.043142Z,28844.57,1652919286.043142
00:14:48.734893Z,28846.03,1652919288.734893
00:14:55.697361Z,28857.91,1652919295.697361
00:15:00.656454Z,28856.98,1652919300.656454
00:15:06.598249Z,28875.02,1652919306.598249
00:15:11.097318Z,28876.71,1652919311.097318
00:15:16.702138Z,28898.62,1652919316.702138
00:15:20.129074Z,28904.94,1652919320.129074
00:15:26.217396Z,28909.03,1652919326.217396
00:15:30.982615Z,28912.86,1652919330.982615
00:15:35.659766Z,28925.65,1652919335.659766
00:15:41.651374Z,28944.84,1652919341.651374
00:15:46.052507Z,28952.5,1652919346.052507
00:15:52.390633Z,28955.25,1652919352.390633
00:15:56.965811Z,28935.63,1652919356.965811
00:16:01.598747Z,28935.43,1652919361.598747
00:16:07.071327Z,28917.81,1652919367.071327
00:16:10.828434Z,28906.37,1652919370.828434
00:16:17.378021Z,28919.45,1652919377.378021
00:16:20.940160Z,28922.95,1652919380.94016
00:16:27.186257Z,28935.21,1652919387.186257
00:16:30.643099Z,28935.12,1652919390.643099
00:16:35.875541Z,28910.75,1652919395.875541
00:16:42.119430Z,28904.52,1652919402.11943
00:16:47.365530Z,28938.22,1652919407.36553
00:16:52.727595Z,28925.32,1652919412.727595
00:16:57.881056Z,28925.52,1652919417.881056
00:17:02.000992Z,28902.87,1652919422.000992
00:17:07.214323Z,28901.23,1652919427.214323
00:17:12.392486Z,28907.96,1652919432.392486
00:17:17.917684Z,28906.03,1652919437.917684
00:17:21.485429Z,28900.24,1652919441.485429
00:17:27.925747Z,28900.33,1652919447.925747
00:17:32.665382Z,28910.47,1652919452.665382
00:17:38.063749Z,28911.37,1652919458.063749
00:17:43.164812Z,28907.26,1652919463.164812
00:17:47.474121Z,28907.3,1652919467.474121
00:17:52.486985Z,28900.02,1652919472.486985
00:17:58.575076Z,28884.61,1652919478.575076
00:18:02.539672Z,28885.43,1652919482.539672
00:18:07.885018Z,28885.55,1652919487.885018
00:18:12.713407Z,28894.13,1652919492.713407
00:18:17.549226Z,28904.15,1652919497.549226
00:18:22.537542Z,28909,1652919502.537542
00:18:27.656357Z,28921.05,1652919507.656357
00:18:32.180359Z,28902.82,1652919512.180359
00:18:38.728994Z,28895.84,1652919518.728994
00:18:43.292657Z,28889.68,1652919523.292657
00:18:48.919099Z,28871.55,1652919528.919099
00:18:53.152916Z,28874.74,1652919533.152916
00:18:59.013146Z,28864.75,1652919539.013146
00:19:03.218617Z,28876.01,1652919543.218617
00:19:09.164751Z,28893.93,1652919549.164751
00:19:13.393818Z,28890.86,1652919553.393818
00:19:19.464659Z,28904.53,1652919559.464659
00:19:24.371085Z,28897.9,1652919564.371085
00:19:27.700159Z,28897.12,1652919567.700159
00:19:32.074149Z,28902.49,1652919572.074149
00:19:37.852641Z,28884.83,1652919577.852641
00:19:44.186135Z,28888.58,1652919584.186135
00:19:47.732702Z,28893.46,1652919587.732702
00:19:54.127732Z,28885.38,1652919594.127732
00:19:58.219113Z,28885.99,1652919598.219113
00:20:04.319011Z,28874.6,1652919604.319011
00:20:09.517732Z,28870.05,1652919609.517732
00:20:14.788452Z,28875.14,1652919614.788452
00:20:19.334588Z,28867.62,1652919619.334588
00:20:24.790522Z,28873.94,1652919624.790522
00:20:27.956419Z,28859.3,1652919627.956419
00:20:33.885246Z,28863.36,1652919633.885246
00:20:39.019055Z,28877.76,1652919639.019055
00:20:43.717002Z,28870.75,1652919643.717002
00:20:47.783553Z,28870.75,1652919647.783553
00:20:54.721426Z,28876.48,1652919654.721426
00:20:59.242836Z,28878.77,1652919659.242836
00:21:04.074639Z,28881.29,1652919664.074639
00:21:08.752327Z,28887.05,1652919668.752327
00:21:15.123346Z,28887.01,1652919675.123346
00:21:19.683341Z,28894.06,1652919679.683341
00:21:24.813742Z,28884.06,1652919684.813742
00:21:29.684389Z,28877.19,1652919689.684389
00:21:34.252805Z,28876.87,1652919694.252805
00:21:40.042712Z,28872.56,1652919700.042712
00:21:43.559602Z,28867.29,1652919703.559602
00:21:49.189512Z,28865.77,1652919709.189512
00:21:55.653084Z,28863.65,1652919715.653084
00:21:58.863745Z,28863.96,1652919718.863745
00:22:04.850824Z,28858.32,1652919724.850824
00:22:10.484964Z,28861.88,1652919730.484964
00:22:15.715088Z,28856.09,1652919735.715088
00:22:19.662915Z,28856.89,1652919739.662915
00:22:25.733667Z,28863.69,1652919745.733667
00:22:30.684321Z,28861.03,1652919750.684321
00:22:34.246452Z,28861.02,1652919754.246452
00:22:39.743282Z,28844.1,1652919759.743282
00:22:44.972814Z,28847.77,1652919764.972814
00:22:49.690867Z,28846.8,1652919769.690867
00:22:55.433018Z,28844.6,1652919775.433018
00:22:59.603713Z,28841.44,1652919779.603713
00:23:05.763915Z,28852.27,1652919785.763915
00:23:10.910838Z,28840.19,1652919790.910838
00:23:15.189271Z,28852.05,1652919795.189271
00:23:21.259495Z,28846.24,1652919801.259495
00:23:24.848904Z,28848.32,1652919804.848904
00:23:30.843290Z,28844.61,1652919810.84329
00:23:36.472984Z,28838.02,1652919816.472984
00:23:40.728183Z,28838.96,1652919820.728183
00:23:45.457816Z,28825.32,1652919825.457816
00:23:50.638739Z,28821.62,1652919830.638739
00:23:54.823251Z,28838.15,1652919834.823251
00:24:01.753013Z,28846.02,1652919841.753013
00:24:05.200471Z,28854.65,1652919845.200471
00:24:11.636271Z,28877.47,1652919851.636271
00:24:17.041104Z,28876.98,1652919857.041104
00:24:21.417809Z,28881.6,1652919861.417809
00:24:26.641709Z,28877.28,1652919866.641709
00:24:31.867534Z,28885.05,1652919871.867534
00:24:37.240800Z,28882.48,1652919877.2408
00:24:42.318203Z,28889.95,1652919882.318203
00:24:46.246252Z,28892.64,1652919886.246252
00:24:51.063582Z,28887.1,1652919891.063582
00:24:56.855556Z,28884.87,1652919896.855556
00:25:01.568996Z,28879.55,1652919901.568996
00:25:06.031772Z,28903.7,1652919906.031772
00:25:11.253537Z,28901.6,1652919911.253537
00:25:17.079186Z,28910.81,1652919917.079186
00:25:21.820765Z,28898.46,1652919921.820765
00:25:26.879695Z,28898.46,1652919926.879695
00:25:31.135611Z,28894.27,1652919931.135611
00:25:37.391382Z,28887.72,1652919937.391382
00:25:42.799931Z,28881.61,1652919942.799931
00:25:47.213499Z,28890.17,1652919947.213499
00:25:52.466896Z,28887.7,1652919952.466896
00:25:57.440214Z,28888.7,1652919957.440214
00:26:02.697512Z,28888.7,1652919962.697512
00:26:08.006063Z,28888.21,1652919968.006063
00:26:12.465177Z,28887.65,1652919972.465177
00:26:16.216885Z,28887.39,1652919976.216885
00:26:21.661142Z,28878.87,1652919981.661142
00:26:27.164816Z,28879.7,1652919987.164816
00:26:32.724134Z,28877.11,1652919992.724134
00:26:37.180969Z,28877.4,1652919997.180969
00:26:42.906497Z,28887.64,1652920002.906497
00:26:46.992034Z,28887.65,1652920006.992034
00:26:52.352910Z,28886.28,1652920012.35291
00:26:57.677102Z,28891.53,1652920017.677102
00:27:01.712405Z,28891.47,1652920021.712405
00:27:08.286338Z,28882.87,1652920028.286338
00:27:12.881213Z,28882.86,1652920032.881213
00:27:16.447752Z,28880.44,1652920036.447752
00:27:22.990241Z,28876.34,1652920042.990241
00:27:26.714589Z,28873.42,1652920046.714589
00:27:33.562026Z,28870.03,1652920053.562026
00:27:38.814959Z,28868.31,1652920058.814959
00:27:42.570732Z,28868.31,1652920062.570732
00:27:47.627415Z,28870.03,1652920067.627415
00:27:52.106767Z,28864.38,1652920072.106767
00:27:58.857242Z,28861.04,1652920078.857242
00:28:04.031948Z,28873.22,1652920084.031948
00:28:07.939171Z,28873.77,1652920087.939171
00:28:11.734021Z,28875.75,1652920091.734021
00:28:17.858876Z,28876,1652920097.858876
00:28:21.732026Z,28889.42,1652920101.732026
00:28:29.186870Z,28873.99,1652920109.18687
00:28:33.865344Z,28871.86,1652920113.865344
00:28:38.848760Z,28871.85,1652920118.84876
00:28:43.022471Z,28872.56,1652920123.022471
00:28:48.922944Z,28876.05,1652920128.922944
00:28:53.332656Z,28871.6,1652920133.332656
00:28:59.537226Z,28865.53,1652920139.537226
00:29:03.677423Z,28864.46,1652920143.677423
00:29:08.484115Z,28866.39,1652920148.484115
00:29:12.681080Z,28866.24,1652920152.68108
00:29:18.897552Z,28861.42,1652920158.897552
00:29:24.273412Z,28862.07,1652920164.273412
00:29:29.431554Z,28857.32,1652920169.431554
00:29:34.546150Z,28871.17,1652920174.54615
00:29:39.060519Z,28883.99,1652920179.060519
00:29:44.618212Z,28875.56,1652920184.618212
00:29:49.497819Z,28876.21,1652920189.497819
00:29:55.041673Z,28873.71,1652920195.041673
00:29:58.697787Z,28872.03,1652920198.697787
00:30:04.863931Z,28861.42,1652920204.863931
00:30:08.780648Z,28864.55,1652920208.780648
00:30:14.583305Z,28878.81,1652920214.583305
00:30:19.860125Z,28881.53,1652920219.860125
00:30:25.136838Z,28889.06,1652920225.136838
00:30:29.759461Z,28880.98,1652920229.759461
00:30:34.366044Z,28891.62,1652920234.366044
00:30:40.620366Z,28887.58,1652920240.620366
00:30:43.720839Z,28896.79,1652920243.720839
00:30:50.733145Z,28900.67,1652920250.733145
00:30:55.843786Z,28909.9,1652920255.843786
00:31:00.041706Z,28910.5,1652920260.041706
00:31:06.005616Z,28897.46,1652920266.005616
00:31:10.134587Z,28892.23,1652920270.134587
00:31:16.024276Z,28896.64,1652920276.024276
00:31:20.026336Z,28898.6,1652920280.026336
00:31:24.962793Z,28896.45,1652920284.962793
00:31:30.141498Z,28899.2,1652920290.141498
00:31:36.001841Z,28900.1,1652920296.001841
00:31:40.770237Z,28901.57,1652920300.770237
00:31:44.409310Z,28902.65,1652920304.40931
00:31:50.945616Z,28894.83,1652920310.945616
00:31:56.580109Z,28897.48,1652920316.580109
00:31:58.368227Z,28896.37,1652920318.368227
00:32:06.384361Z,28896.07,1652920326.384361
00:32:10.382606Z,28893.98,1652920330.382606
00:32:16.622907Z,28902.93,1652920336.622907
00:32:19.897558Z,28910.97,1652920339.897558
00:32:26.757442Z,28915.57,1652920346.757442
00:32:30.753877Z,28908.24,1652920350.753877
00:32:36.706281Z,28911.24,1652920356.706281
00:32:40.735828Z,28908.94,1652920360.735828
00:32:46.001938Z,28903.19,1652920366.001938
00:32:50.830432Z,28904.2,1652920370.830432
00:32:55.828526Z,28905.55,1652920375.828526
00:33:01.717997Z,28910,1652920381.717997
00:33:04.228999Z,28911.13,1652920384.228999
00:33:10.870143Z,28911.06,1652920390.870143
00:33:15.741291Z,28913.07,1652920395.741291
00:33:21.339694Z,28923.98,1652920401.339694
00:33:26.420006Z,28934.88,1652920406.420006
00:33:31.765995Z,28930.13,1652920411.765995
00:33:36.552344Z,28934.89,1652920416.552344
00:33:40.297736Z,28932.56,1652920420.297736
00:33:46.399353Z,28929.95,1652920426.399353
00:33:50.697556Z,28931.32,1652920430.697556
00:33:56.079613Z,28931.13,1652920436.079613
00:34:01.602028Z,28928.35,1652920441.602028
00:34:05.253744Z,28930.83,1652920445.253744
00:34:10.211264Z,28918.99,1652920450.211264
00:34:16.271419Z,28919.13,1652920456.271419
00:34:21.627256Z,28925.12,1652920461.627256
00:34:26.128778Z,28923.78,1652920466.128778
00:34:31.146676Z,28924.01,1652920471.146676
00:34:35.766141Z,28925.2,1652920475.766141
00:34:42.291471Z,28923.92,1652920482.291471
00:34:47.757338Z,28922.83,1652920487.757338
00:34:52.688026Z,28916.61,1652920492.688026
00:34:57.267836Z,28913.91,1652920497.267836
00:35:02.660332Z,28919.04,1652920502.660332
00:35:08.010456Z,28920.85,1652920508.010456
00:35:10.898402Z,28934.89,1652920510.898402
00:35:18.195444Z,28951.7,1652920518.195444
00:35:21.774269Z,28977.31,1652920521.774269
00:35:28.410066Z,29004.66,1652920528.410066
00:35:31.933323Z,28981.69,1652920531.933323
00:35:37.202965Z,28974.77,1652920537.202965
00:35:42.018588Z,28968.78,1652920542.018588
00:35:48.565345Z,28955.39,1652920548.565345
00:35:52.924839Z,28954.32,1652920552.924839
00:35:58.230919Z,28963.14,1652920558.230919
00:36:01.375813Z,28966.05,1652920561.375813
00:36:05.645946Z,28972.78,1652920565.645946
00:36:12.890698Z,28968.32,1652920572.890698
00:36:17.135165Z,28975,1652920577.135165
00:36:23.289271Z,28973.09,1652920583.289271
00:36:27.279958Z,28974.82,1652920587.279958
00:36:32.928360Z,28979.12,1652920592.92836
00:36:38.886383Z,28970.6,1652920598.886383
00:36:43.185653Z,28969.52,1652920603.185653
00:36:48.730030Z,28967.06,1652920608.73003
00:36:53.122074Z,28964.61,1652920613.122074
00:36:58.761256Z,28970.34,1652920618.761256
00:37:03.059233Z,28977.25,1652920623.059233
00:37:08.807911Z,28972.14,1652920628.807911
00:37:13.064298Z,28974.26,1652920633.064298
00:37:17.678987Z,28975.41,1652920637.678987
00:37:24.036654Z,28979.39,1652920644.036654
00:37:29.104404Z,28983.58,1652920649.104404
00:37:32.935641Z,28980.28,1652920652.935641
00:37:38.825108Z,28975.63,1652920658.825108
00:37:42.631243Z,28972.83,1652920662.631243
00:37:47.434164Z,28969.04,1652920667.434164
00:37:54.160792Z,28970.25,1652920674.160792
00:37:58.005652Z,28972.25,1652920678.005652
00:38:03.817985Z,28970.44,1652920683.817985
00:38:08.202300Z,28967.58,1652920688.2023
00:38:14.402179Z,28958.71,1652920694.402179
00:38:18.249935Z,28957.06,1652920698.249935
00:38:23.857762Z,28957.61,1652920703.857762
00:38:29.764522Z,28954.81,1652920709.764522
00:38:34.106378Z,28948.66,1652920714.106378
00:38:39.697289Z,28951.46,1652920719.697289
00:38:43.363962Z,28951.46,1652920723.363962
00:38:49.776579Z,28957.05,1652920729.776579
00:38:53.774628Z,28954.76,1652920733.774628
00:38:58.665161Z,28954.76,1652920738.665161
00:39:04.759236Z,28955.97,1652920744.759236
00:39:08.508369Z,28952.03,1652920748.508369
00:39:15.175003Z,28951.52,1652920755.175003
00:39:19.285005Z,28949.9,1652920759.285005
00:39:23.850563Z,28945.4,1652920763.850563
00:39:29.473870Z,28940.01,1652920769.47387
00:39:34.159996Z,28932.72,1652920774.159996
00:39:38.842468Z,28934.11,1652920778.842468
00:39:44.382955Z,28916.13,1652920784.382955
00:39:49.977160Z,28938.83,1652920789.97716
00:39:53.789846Z,28944.63,1652920793.789846
00:39:59.794120Z,28941.86,1652920799.79412
00:40:03.727744Z,28951.25,1652920803.727744
00:40:10.202754Z,28941.91,1652920810.202754
00:40:15.218615Z,28937.31,1652920815.218615
00:40:19.644641Z,28930.87,1652920819.644641
00:40:25.735218Z,28924.62,1652920825.735218
00:40:29.519537Z,28928.5,1652920829.519537
00:40:35.126389Z,28922.83,1652920835.126389
00:40:39.849743Z,28935.88,1652920839.849743
00:40:45.934621Z,28931.39,1652920845.934621
00:40:49.322649Z,28931.38,1652920849.322649
00:40:55.221324Z,28928.13,1652920855.221324
00:40:59.903623Z,28920.16,1652920859.903623
00:41:05.844768Z,28933.22,1652920865.844768
00:41:09.556606Z,28935.25,1652920869.556606
00:41:14.859890Z,28932.7,1652920874.85989
00:41:20.508553Z,28938.46,1652920880.508553
00:41:26.257523Z,28935.37,1652920886.257523
00:41:29.117575Z,28937.96,1652920889.117575
00:41:34.648116Z,28937.96,1652920894.648116
00:41:40.739501Z,28936.71,1652920900.739501
00:41:45.089231Z,28936.61,1652920905.089231
00:41:50.677106Z,28960.02,1652920910.677106
00:41:54.732553Z,28952.39,1652920914.732553
00:41:59.636363Z,28942.69,1652920919.636363
00:42:05.855682Z,28942.36,1652920925.855682
00:42:10.426886Z,28942.36,1652920930.426886
00:42:14.879718Z,28937.33,1652920934.879718
00:42:20.910951Z,28942,1652920940.910951
00:42:26.109650Z,28923.88,1652920946.10965
00:42:31.249375Z,28930.36,1652920951.249375
00:42:36.908224Z,28919.64,1652920956.908224
00:42:40.753506Z,28919.64,1652920960.753506
00:42:46.199224Z,28902.24,1652920966.199224
00:42:51.494754Z,28900,1652920971.494754
00:42:56.052333Z,28893.13,1652920976.052333
00:43:01.555474Z,28892.05,1652920981.555474
00:43:05.857865Z,28899.58,1652920985.857865
00:43:12.366048Z,28890.94,1652920992.366048
00:43:16.372401Z,28905.17,1652920996.372401
00:43:21.858125Z,28890.86,1652921001.858125
00:43:24.567388Z,28892.1,1652921004.567388
00:43:32.437786Z,28895.83,1652921012.437786
00:43:36.452707Z,28891.99,1652921016.452707
00:43:40.647062Z,28891.56,1652921020.647062
00:43:46.021910Z,28881.14,1652921026.02191
00:43:51.755113Z,28881.27,1652921031.755113
00:43:56.659666Z,28884.18,1652921036.659666
00:44:01.535814Z,28873.28,1652921041.535814
00:44:05.288285Z,28866.07,1652921045.288285
00:44:12.229435Z,28876.1,1652921052.229435
00:44:16.467069Z,28867.69,1652921056.467069
00:44:22.340203Z,28870.12,1652921062.340203
00:44:28.033459Z,28857.35,1652921068.033459
00:44:31.714023Z,28862.56,1652921071.714023
00:44:37.811046Z,28860.53,1652921077.811046
00:44:42.433560Z,28858.93,1652921082.43356
00:44:47.844919Z,28851.01,1652921087.844919
00:44:52.061780Z,28849.77,1652921092.06178
00:44:56.977003Z,28859.39,1652921096.977003
00:45:02.556432Z,28865.95,1652921102.556432
00:45:06.913701Z,28862.21,1652921106.913701
00:45:11.883877Z,28861.63,1652921111.883877
00:45:17.745937Z,28875.02,1652921117.745937
00:45:22.249784Z,28887.77,1652921122.249784
00:45:28.022272Z,28864.22,1652921128.022272
00:45:31.145602Z,28860.9,1652921131.145602
00:45:37.745009Z,28867.69,1652921137.745009
00:45:43.384418Z,28863.94,1652921143.384418
00:45:46.630989Z,28864.04,1652921146.630989
00:45:52.588047Z,28865.72,1652921152.588047
00:45:56.524466Z,28873.14,1652921156.524466
00:46:01.671676Z,28863.78,1652921161.671676
00:46:06.536526Z,28867.15,1652921166.536526
00:46:13.185041Z,28864.97,1652921173.185041
00:46:18.749289Z,28892.82,1652921178.749289
00:46:22.448490Z,28880.81,1652921182.44849
00:46:28.565889Z,28875.99,1652921188.565889
00:46:32.723983Z,28871.01,1652921192.723983
00:46:38.160337Z,28869.49,1652921198.160337
00:46:43.029655Z,28869.37,1652921203.029655
00:46:47.690903Z,28866.09,1652921207.690903
00:46:53.115490Z,28862.38,1652921213.11549
00:46:59.103817Z,28869.62,1652921219.103817
00:47:03.027650Z,28870.9,1652921223.02765
00:47:08.923116Z,28881.59,1652921228.923116
00:47:13.428195Z,28886.5,1652921233.428195
00:47:18.571277Z,28881.58,1652921238.571277
00:47:23.163813Z,28876.92,1652921243.163813
00:47:27.756029Z,28879.99,1652921247.756029
00:47:34.142905Z,28884.6,1652921254.142905
00:47:38.095780Z,28889.96,1652921258.09578
00:47:43.431985Z,28887.32,1652921263.431985
00:47:47.905292Z,28883.37,1652921267.905292
00:47:54.436804Z,28882.61,1652921274.436804
00:47:58.893185Z,28882.32,1652921278.893185
00:48:04.049589Z,28888.2,1652921284.049589
00:48:07.676732Z,28904.41,1652921287.676732
00:48:13.649230Z,28906.17,1652921293.64923
00:48:18.461872Z,28903.95,1652921298.461872
00:48:24.310940Z,28907.63,1652921304.31094
00:48:29.449021Z,28915.84,1652921309.449021
00:48:33.796172Z,28921.61,1652921313.796172
00:48:38.574658Z,28916.99,1652921318.574658
00:48:44.345838Z,28917.53,1652921324.345838
00:48:48.995926Z,28920.43,1652921328.995926
00:48:53.797788Z,28918.41,1652921333.797788
